selector, num_iters, interval_mean, cali_t_per_iter, weight_overhead, weight_cali, overhead_average, cali_t_average, weighted_overhead, weighted_cali, weighted_sum, num_nodes, prob, case_types_id, case_location_id, case_presence_id
all, 100, 23, 28460, 1e+05, 1, 0.04347826, 1237.391, 4347.826, 1237.391, 5585.217, 105, 50, 2, 1, 4
nodal, 100, 7.82, 11884.84, 1e+05, 1, 0.1278772, 1519.801, 12787.72, 1519.801, 14307.52, 105, 50, 2, 1, 4
local, 100, 7.82, 9033.84, 1e+05, 1, 0.1278772, 1155.223, 12787.72, 1155.223, 13942.95, 105, 50, 2, 1, 4
minimal, 100, 5.8, 13255.98, 1e+05, 1, 0.1724138, 2285.514, 17241.38, 2285.514, 19526.89, 105, 50, 2, 1, 5
all, 100, 23, 27613, 1e+05, 1, 0.04347826, 1200.565, 4347.826, 1200.565, 5548.391, 105, 50, 2, 1, 5
nodal, 100, 6.24, 9212.3, 1e+05, 1, 0.1602564, 1476.33, 16025.64, 1476.33, 17501.97, 105, 50, 2, 1, 5
local, 100, 7.82, 8824.5, 1e+05, 1, 0.1278772, 1128.453, 12787.72, 1128.453, 13916.18, 105, 50, 2, 1, 5
minimal, 100, 5.8, 12481.15, 1e+05, 1, 0.1724138, 2151.922, 17241.38, 2151.922, 19393.3, 105, 50, 2, 2, 1
all, 100, 23, 26611, 1e+05, 1, 0.04347826, 1157, 4347.826, 1157, 5504.826, 105, 50, 2, 2, 1
nodal, 100, 6.21, 9397.37, 1e+05, 1, 0.1610306, 1513.264, 16103.06, 1513.264, 17616.32, 105, 50, 2, 2, 1
local, 100, 7.82, 8309.47, 1e+05, 1, 0.1278772, 1062.592, 12787.72, 1062.592, 13850.32, 105, 50, 2, 2, 1
minimal, 100, 5.8, 12565.2, 1e+05, 1, 0.1724138, 2166.414, 17241.38, 2166.414, 19407.79, 105, 50, 2, 2, 2
all, 100, 23, 27091, 1e+05, 1, 0.04347826, 1177.87, 4347.826, 1177.87, 5525.696, 105, 50, 2, 2, 2
nodal, 100, 7.02, 10955.27, 1e+05, 1, 0.1424501, 1560.58, 14245.01, 1560.58, 15805.59, 105, 50, 2, 2, 2
local, 100, 7.82, 8607.12, 1e+05, 1, 0.1278772, 1100.655, 12787.72, 1100.655, 13888.38, 105, 50, 2, 2, 2
minimal, 100, 5.8, 11676.69, 1e+05, 1, 0.1724138, 2013.222, 17241.38, 2013.222, 19254.6, 105, 50, 2, 2, 3
all, 100, 23, 26103, 1e+05, 1, 0.04347826, 1134.913, 4347.826, 1134.913, 5482.739, 105, 50, 2, 2, 3
nodal, 100, 7.02, 10460.29, 1e+05, 1, 0.1424501, 1490.07, 14245.01, 1490.07, 15735.08, 105, 50, 2, 2, 3
local, 100, 7.82, 8088.25, 1e+05, 1, 0.1278772, 1034.303, 12787.72, 1034.303, 13822.03, 105, 50, 2, 2, 3
minimal, 100, 5.8, 12365.46, 1e+05, 1, 0.1724138, 2131.976, 17241.38, 2131.976, 19373.36, 105, 50, 2, 2, 4
all, 100, 23, 27607, 1e+05, 1, 0.04347826, 1200.304, 4347.826, 1200.304, 5548.13, 105, 50, 2, 2, 4
nodal, 100, 7.82, 11326.29, 1e+05, 1, 0.1278772, 1448.375, 12787.72, 1448.375, 14236.1, 105, 50, 2, 2, 4
local, 100, 7.82, 8692.33, 1e+05, 1, 0.1278772, 1111.551, 12787.72, 1111.551, 13899.27, 105, 50, 2, 2, 4
minimal, 100, 5.8, 13086.05, 1e+05, 1, 0.1724138, 2256.216, 17241.38, 2256.216, 19497.59, 105, 50, 2, 2, 5
all, 100, 23, 27455, 1e+05, 1, 0.04347826, 1193.696, 4347.826, 1193.696, 5541.522, 105, 50, 2, 2, 5
nodal, 100, 6.24, 9199.45, 1e+05, 1, 0.1602564, 1474.271, 16025.64, 1474.271, 17499.91, 105, 50, 2, 2, 5
local, 100, 7.82, 8624.79, 1e+05, 1, 0.1278772, 1102.914, 12787.72, 1102.914, 13890.64, 105, 50, 2, 2, 5
minimal, 100, 5.51, 13488.97, 1e+05, 1, 0.1814882, 2448.089, 18148.82, 2448.089, 20596.91, 110, 50, 1, 1, 1
all, 100, 18, 28364, 1e+05, 1, 0.05555556, 1575.778, 5555.556, 1575.778, 7131.333, 110, 50, 1, 1, 1
nodal, 100, 5.88, 9974.68, 1e+05, 1, 0.170068, 1696.374, 17006.8, 1696.374, 18703.18, 110, 50, 1, 1, 1
local, 100, 7.02, 9443.28, 1e+05, 1, 0.1424501, 1345.197, 14245.01, 1345.197, 15590.21, 110, 50, 1, 1, 1
minimal, 100, 5.51, 13094.14, 1e+05, 1, 0.1814882, 2376.432, 18148.82, 2376.432, 20525.25, 110, 50, 1, 1, 2
all, 100, 18, 27878, 1e+05, 1, 0.05555556, 1548.778, 5555.556, 1548.778, 7104.333, 110, 50, 1, 1, 2
nodal, 100, 6.96, 11130.91, 1e+05, 1, 0.1436782, 1599.269, 14367.82, 1599.269, 15967.08, 110, 50, 1, 1, 2
local, 100, 6.96, 8885.18, 1e+05, 1, 0.1436782, 1276.606, 14367.82, 1276.606, 15644.42, 110, 50, 1, 1, 2
minimal, 100, 5.51, 13460.15, 1e+05, 1, 0.1814882, 2442.858, 18148.82, 2442.858, 20591.68, 110, 50, 1, 1, 3
all, 100, 18, 28156, 1e+05, 1, 0.05555556, 1564.222, 5555.556, 1564.222, 7119.778, 110, 50, 1, 1, 3
nodal, 100, 7.02, 12281.03, 1e+05, 1, 0.1424501, 1749.434, 14245.01, 1749.434, 15994.45, 110, 50, 1, 1, 3
local, 100, 7.82, 10729.17, 1e+05, 1, 0.1278772, 1372.017, 12787.72, 1372.017, 14159.74, 110, 50, 1, 1, 3
minimal, 100, 5.51, 14315.07, 1e+05, 1, 0.1814882, 2598.016, 18148.82, 2598.016, 20746.84, 110, 50, 1, 1, 4
all, 100, 18, 28547, 1e+05, 1, 0.05555556, 1585.944, 5555.556, 1585.944, 7141.5, 110, 50, 1, 1, 4
nodal, 100, 6.48, 11720.96, 1e+05, 1, 0.154321, 1808.79, 15432.1, 1808.79, 17240.89, 110, 50, 1, 1, 4
local, 100, 7.82, 11092.1, 1e+05, 1, 0.1278772, 1418.427, 12787.72, 1418.427, 14206.15, 110, 50, 1, 1, 4
minimal, 100, 5.51, 13967.58, 1e+05, 1, 0.1814882, 2534.951, 18148.82, 2534.951, 20683.77, 110, 50, 1, 1, 5
all, 100, 18, 27971, 1e+05, 1, 0.05555556, 1553.944, 5555.556, 1553.944, 7109.5, 110, 50, 1, 1, 5
nodal, 100, 7.82, 14244.41, 1e+05, 1, 0.1278772, 1821.536, 12787.72, 1821.536, 14609.26, 110, 50, 1, 1, 5
local, 100, 7.82, 10568.7, 1e+05, 1, 0.1278772, 1351.496, 12787.72, 1351.496, 14139.22, 110, 50, 1, 1, 5
minimal, 100, 5.51, 14141.04, 1e+05, 1, 0.1814882, 2566.432, 18148.82, 2566.432, 20715.25, 110, 50, 1, 2, 1
all, 100, 18, 28401, 1e+05, 1, 0.05555556, 1577.833, 5555.556, 1577.833, 7133.389, 110, 50, 1, 2, 1
nodal, 100, 5.88, 10701.33, 1e+05, 1, 0.170068, 1819.954, 17006.8, 1819.954, 18826.76, 110, 50, 1, 2, 1
local, 100, 7.82, 10847.98, 1e+05, 1, 0.1278772, 1387.21, 12787.72, 1387.21, 14174.93, 110, 50, 1, 2, 1
minimal, 100, 5.51, 13181.63, 1e+05, 1, 0.1814882, 2392.31, 18148.82, 2392.31, 20541.13, 110, 50, 1, 2, 2
all, 100, 18, 28114, 1e+05, 1, 0.05555556, 1561.889, 5555.556, 1561.889, 7117.444, 110, 50, 1, 2, 2
nodal, 100, 6.96, 11095.4, 1e+05, 1, 0.1436782, 1594.167, 14367.82, 1594.167, 15961.98, 110, 50, 1, 2, 2
local, 100, 7.82, 10402.83, 1e+05, 1, 0.1278772, 1330.285, 12787.72, 1330.285, 14118.01, 110, 50, 1, 2, 2
minimal, 100, 5.51, 13616.84, 1e+05, 1, 0.1814882, 2471.296, 18148.82, 2471.296, 20620.12, 110, 50, 1, 2, 3
all, 100, 18, 28243, 1e+05, 1, 0.05555556, 1569.056, 5555.556, 1569.056, 7124.611, 110, 50, 1, 2, 3
nodal, 100, 7.02, 12167.53, 1e+05, 1, 0.1424501, 1733.266, 14245.01, 1733.266, 15978.28, 110, 50, 1, 2, 3
local, 100, 7.82, 10631.55, 1e+05, 1, 0.1278772, 1359.533, 12787.72, 1359.533, 14147.26, 110, 50, 1, 2, 3
minimal, 100, 5.51, 13417.04, 1e+05, 1, 0.1814882, 2435.034, 18148.82, 2435.034, 20583.85, 110, 50, 1, 2, 4
all, 100, 18, 28386, 1e+05, 1, 0.05555556, 1577, 5555.556, 1577, 7132.556, 110, 50, 1, 2, 4
nodal, 100, 6.48, 10974.07, 1e+05, 1, 0.154321, 1693.529, 15432.1, 1693.529, 17125.63, 110, 50, 1, 2, 4
local, 100, 7.82, 10451.63, 1e+05, 1, 0.1278772, 1336.526, 12787.72, 1336.526, 14124.25, 110, 50, 1, 2, 4
minimal, 100, 5.51, 13555.32, 1e+05, 1, 0.1814882, 2460.131, 18148.82, 2460.131, 20608.95, 110, 50, 1, 2, 5
all, 100, 18, 28163, 1e+05, 1, 0.05555556, 1564.611, 5555.556, 1564.611, 7120.167, 110, 50, 1, 2, 5
nodal, 100, 7.82, 13423.9, 1e+05, 1, 0.1278772, 1716.611, 12787.72, 1716.611, 14504.34, 110, 50, 1, 2, 5
local, 100, 7.82, 10215.86, 1e+05, 1, 0.1278772, 1306.376, 12787.72, 1306.376, 14094.1, 110, 50, 1, 2, 5
minimal, 100, 5.8, 12485.43, 1e+05, 1, 0.1724138, 2152.66, 17241.38, 2152.66, 19394.04, 110, 50, 2, 1, 1
all, 100, 23, 27726, 1e+05, 1, 0.04347826, 1205.478, 4347.826, 1205.478, 5553.304, 110, 50, 2, 1, 1
nodal, 100, 7.02, 10620.65, 1e+05, 1, 0.1424501, 1512.913, 14245.01, 1512.913, 15757.93, 110, 50, 2, 1, 1
local, 100, 7.02, 7884.32, 1e+05, 1, 0.1424501, 1123.123, 14245.01, 1123.123, 15368.14, 110, 50, 2, 1, 1
minimal, 100, 5.8, 12869.44, 1e+05, 1, 0.1724138, 2218.869, 17241.38, 2218.869, 19460.25, 110, 50, 2, 1, 2
all, 100, 23, 27816, 1e+05, 1, 0.04347826, 1209.391, 4347.826, 1209.391, 5557.217, 110, 50, 2, 1, 2
nodal, 100, 6.21, 9564.58, 1e+05, 1, 0.1610306, 1540.19, 16103.06, 1540.19, 17643.25, 110, 50, 2, 1, 2
local, 100, 6.9, 7518.3, 1e+05, 1, 0.1449275, 1089.609, 14492.75, 1089.609, 15582.36, 110, 50, 2, 1, 2
minimal, 100, 5.8, 12410.51, 1e+05, 1, 0.1724138, 2139.743, 17241.38, 2139.743, 19381.12, 110, 50, 2, 1, 3
all, 100, 23, 27813, 1e+05, 1, 0.04347826, 1209.261, 4347.826, 1209.261, 5557.087, 110, 50, 2, 1, 3
nodal, 100, 6.21, 9357.21, 1e+05, 1, 0.1610306, 1506.797, 16103.06, 1506.797, 17609.86, 110, 50, 2, 1, 3
local, 100, 6.9, 7537.44, 1e+05, 1, 0.1449275, 1092.383, 14492.75, 1092.383, 15585.14, 110, 50, 2, 1, 3
minimal, 100, 5.8, 12883.66, 1e+05, 1, 0.1724138, 2221.321, 17241.38, 2221.321, 19462.7, 110, 50, 2, 1, 4
all, 100, 23, 28095, 1e+05, 1, 0.04347826, 1221.522, 4347.826, 1221.522, 5569.348, 110, 50, 2, 1, 4
nodal, 100, 6.9, 10741.23, 1e+05, 1, 0.1449275, 1556.7, 14492.75, 1556.7, 16049.45, 110, 50, 2, 1, 4
local, 100, 8.96, 9967.6, 1e+05, 1, 0.1116071, 1112.455, 11160.71, 1112.455, 12273.17, 110, 50, 2, 1, 4
minimal, 100, 5.8, 13512.03, 1e+05, 1, 0.1724138, 2329.66, 17241.38, 2329.66, 19571.04, 110, 50, 2, 1, 5
all, 100, 23, 27924, 1e+05, 1, 0.04347826, 1214.087, 4347.826, 1214.087, 5561.913, 110, 50, 2, 1, 5
nodal, 100, 7.82, 12082.98, 1e+05, 1, 0.1278772, 1545.138, 12787.72, 1545.138, 14332.86, 110, 50, 2, 1, 5
local, 100, 7.82, 8845.59, 1e+05, 1, 0.1278772, 1131.15, 12787.72, 1131.15, 13918.87, 110, 50, 2, 1, 5
minimal, 100, 5.8, 12886.43, 1e+05, 1, 0.1724138, 2221.798, 17241.38, 2221.798, 19463.18, 110, 50, 2, 2, 1
all, 100, 23, 27703, 1e+05, 1, 0.04347826, 1204.478, 4347.826, 1204.478, 5552.304, 110, 50, 2, 2, 1
nodal, 100, 7.02, 10424.58, 1e+05, 1, 0.1424501, 1484.983, 14245.01, 1484.983, 15730, 110, 50, 2, 2, 1
local, 100, 7.82, 8719.59, 1e+05, 1, 0.1278772, 1115.037, 12787.72, 1115.037, 13902.76, 110, 50, 2, 2, 1
minimal, 100, 5.8, 12440.41, 1e+05, 1, 0.1724138, 2144.898, 17241.38, 2144.898, 19386.28, 110, 50, 2, 2, 2
all, 100, 23, 28024, 1e+05, 1, 0.04347826, 1218.435, 4347.826, 1218.435, 5566.261, 110, 50, 2, 2, 2
nodal, 100, 6.21, 9049.49, 1e+05, 1, 0.1610306, 1457.245, 16103.06, 1457.245, 17560.3, 110, 50, 2, 2, 2
local, 100, 6.21, 6794.69, 1e+05, 1, 0.1610306, 1094.153, 16103.06, 1094.153, 17197.21, 110, 50, 2, 2, 2
minimal, 100, 5.8, 12354.17, 1e+05, 1, 0.1724138, 2130.029, 17241.38, 2130.029, 19371.41, 110, 50, 2, 2, 3
all, 100, 23, 27864, 1e+05, 1, 0.04347826, 1211.478, 4347.826, 1211.478, 5559.304, 110, 50, 2, 2, 3
nodal, 100, 6.21, 9254.86, 1e+05, 1, 0.1610306, 1490.316, 16103.06, 1490.316, 17593.38, 110, 50, 2, 2, 3
local, 100, 7.82, 8677.16, 1e+05, 1, 0.1278772, 1109.611, 12787.72, 1109.611, 13897.34, 110, 50, 2, 2, 3
minimal, 100, 5.8, 12265, 1e+05, 1, 0.1724138, 2114.655, 17241.38, 2114.655, 19356.03, 110, 50, 2, 2, 4
all, 100, 23, 27473, 1e+05, 1, 0.04347826, 1194.478, 4347.826, 1194.478, 5542.304, 110, 50, 2, 2, 4
nodal, 100, 6.9, 10242.54, 1e+05, 1, 0.1449275, 1484.426, 14492.75, 1484.426, 15977.18, 110, 50, 2, 2, 4
local, 100, 6.9, 7464.18, 1e+05, 1, 0.1449275, 1081.765, 14492.75, 1081.765, 15574.52, 110, 50, 2, 2, 4
minimal, 100, 5.8, 13841.04, 1e+05, 1, 0.1724138, 2386.386, 17241.38, 2386.386, 19627.77, 110, 50, 2, 2, 5
all, 100, 23, 28538, 1e+05, 1, 0.04347826, 1240.783, 4347.826, 1240.783, 5588.609, 110, 50, 2, 2, 5
nodal, 100, 7.82, 12842.54, 1e+05, 1, 0.1278772, 1642.269, 12787.72, 1642.269, 14429.99, 110, 50, 2, 2, 5
local, 100, 7.82, 9023.21, 1e+05, 1, 0.1278772, 1153.863, 12787.72, 1153.863, 13941.59, 110, 50, 2, 2, 5
minimal, 100, 5.51, 14784.25, 1e+05, 1, 0.1814882, 2683.167, 18148.82, 2683.167, 20831.99, 115, 50, 1, 1, 1
all, 100, 18, 30041, 1e+05, 1, 0.05555556, 1668.944, 5555.556, 1668.944, 7224.5, 115, 50, 1, 1, 1
nodal, 100, 6.4, 11806.48, 1e+05, 1, 0.15625, 1844.763, 15625, 1844.763, 17469.76, 115, 50, 1, 1, 1
local, 100, 7.82, 11829.49, 1e+05, 1, 0.1278772, 1512.723, 12787.72, 1512.723, 14300.45, 115, 50, 1, 1, 1
minimal, 100, 5.51, 13793.1, 1e+05, 1, 0.1814882, 2503.285, 18148.82, 2503.285, 20652.11, 115, 50, 1, 1, 2
all, 100, 18, 29822, 1e+05, 1, 0.05555556, 1656.778, 5555.556, 1656.778, 7212.333, 115, 50, 1, 1, 2
nodal, 100, 6.48, 11370.49, 1e+05, 1, 0.154321, 1754.705, 15432.1, 1754.705, 17186.8, 115, 50, 1, 1, 2
local, 100, 7.14, 9686.89, 1e+05, 1, 0.140056, 1356.707, 14005.6, 1356.707, 15362.31, 115, 50, 1, 1, 2
minimal, 100, 5.51, 13949.88, 1e+05, 1, 0.1814882, 2531.739, 18148.82, 2531.739, 20680.56, 115, 50, 1, 1, 3
all, 100, 18, 29250, 1e+05, 1, 0.05555556, 1625, 5555.556, 1625, 7180.556, 115, 50, 1, 1, 3
nodal, 100, 7.14, 12531.86, 1e+05, 1, 0.140056, 1755.162, 14005.6, 1755.162, 15760.76, 115, 50, 1, 1, 3
local, 100, 7.14, 9829.83, 1e+05, 1, 0.140056, 1376.727, 14005.6, 1376.727, 15382.33, 115, 50, 1, 1, 3
minimal, 100, 5.51, 15407.62, 1e+05, 1, 0.1814882, 2796.301, 18148.82, 2796.301, 20945.12, 115, 50, 1, 1, 4
all, 100, 18, 30030, 1e+05, 1, 0.05555556, 1668.333, 5555.556, 1668.333, 7223.889, 115, 50, 1, 1, 4
nodal, 100, 6.96, 13859.32, 1e+05, 1, 0.1436782, 1991.282, 14367.82, 1991.282, 16359.1, 115, 50, 1, 1, 4
local, 100, 8.7, 12912.91, 1e+05, 1, 0.1149425, 1484.243, 11494.25, 1484.243, 12978.5, 115, 50, 1, 1, 4
minimal, 100, 5.51, 14448.54, 1e+05, 1, 0.1814882, 2622.24, 18148.82, 2622.24, 20771.06, 115, 50, 1, 1, 5
all, 100, 18, 29385, 1e+05, 1, 0.05555556, 1632.5, 5555.556, 1632.5, 7188.056, 115, 50, 1, 1, 5
nodal, 100, 5.88, 10767.64, 1e+05, 1, 0.170068, 1831.231, 17006.8, 1831.231, 18838.03, 115, 50, 1, 1, 5
local, 100, 6.4, 9104.38, 1e+05, 1, 0.15625, 1422.559, 15625, 1422.559, 17047.56, 115, 50, 1, 1, 5
minimal, 100, 5.51, 14933.29, 1e+05, 1, 0.1814882, 2710.216, 18148.82, 2710.216, 20859.04, 115, 50, 1, 2, 1
all, 100, 18, 28749, 1e+05, 1, 0.05555556, 1597.167, 5555.556, 1597.167, 7152.722, 115, 50, 1, 2, 1
nodal, 100, 6.4, 12158.93, 1e+05, 1, 0.15625, 1899.833, 15625, 1899.833, 17524.83, 115, 50, 1, 2, 1
local, 100, 8.7, 12756.69, 1e+05, 1, 0.1149425, 1466.286, 11494.25, 1466.286, 12960.54, 115, 50, 1, 2, 1
minimal, 100, 5.51, 13139.81, 1e+05, 1, 0.1814882, 2384.721, 18148.82, 2384.721, 20533.54, 115, 50, 1, 2, 2
all, 100, 18, 28165, 1e+05, 1, 0.05555556, 1564.722, 5555.556, 1564.722, 7120.278, 115, 50, 1, 2, 2
nodal, 100, 6.48, 10810.74, 1e+05, 1, 0.154321, 1668.324, 15432.1, 1668.324, 17100.42, 115, 50, 1, 2, 2
local, 100, 7.82, 10308.77, 1e+05, 1, 0.1278772, 1318.257, 12787.72, 1318.257, 14105.98, 115, 50, 1, 2, 2
minimal, 100, 5.51, 13734.27, 1e+05, 1, 0.1814882, 2492.608, 18148.82, 2492.608, 20641.43, 115, 50, 1, 2, 3
all, 100, 18, 28223, 1e+05, 1, 0.05555556, 1567.944, 5555.556, 1567.944, 7123.5, 115, 50, 1, 2, 3
nodal, 100, 7.14, 12540.6, 1e+05, 1, 0.140056, 1756.387, 14005.6, 1756.387, 15761.99, 115, 50, 1, 2, 3
local, 100, 7.92, 10655.33, 1e+05, 1, 0.1262626, 1345.37, 12626.26, 1345.37, 13971.63, 115, 50, 1, 2, 3
minimal, 100, 5.51, 13990.93, 1e+05, 1, 0.1814882, 2539.189, 18148.82, 2539.189, 20688.01, 115, 50, 1, 2, 4
all, 100, 18, 28291, 1e+05, 1, 0.05555556, 1571.722, 5555.556, 1571.722, 7127.278, 115, 50, 1, 2, 4
nodal, 100, 6.96, 12167.57, 1e+05, 1, 0.1436782, 1748.214, 14367.82, 1748.214, 16116.03, 115, 50, 1, 2, 4
local, 100, 7.82, 10700.5, 1e+05, 1, 0.1278772, 1368.35, 12787.72, 1368.35, 14156.07, 115, 50, 1, 2, 4
minimal, 100, 5.51, 12919.31, 1e+05, 1, 0.1814882, 2344.702, 18148.82, 2344.702, 20493.52, 115, 50, 1, 2, 5
all, 100, 18, 28438, 1e+05, 1, 0.05555556, 1579.889, 5555.556, 1579.889, 7135.444, 115, 50, 1, 2, 5
nodal, 100, 5.88, 9685.67, 1e+05, 1, 0.170068, 1647.223, 17006.8, 1647.223, 18654.03, 115, 50, 1, 2, 5
local, 100, 7.14, 9070.95, 1e+05, 1, 0.140056, 1270.441, 14005.6, 1270.441, 15276.04, 115, 50, 1, 2, 5
minimal, 100, 5.8, 12714.09, 1e+05, 1, 0.1724138, 2192.084, 17241.38, 2192.084, 19433.46, 115, 50, 2, 1, 1
all, 100, 23, 28884, 1e+05, 1, 0.04347826, 1255.826, 4347.826, 1255.826, 5603.652, 115, 50, 2, 1, 1
nodal, 100, 6.21, 9688.14, 1e+05, 1, 0.1610306, 1560.087, 16103.06, 1560.087, 17663.15, 115, 50, 2, 1, 1
local, 100, 7.82, 8937.22, 1e+05, 1, 0.1278772, 1142.867, 12787.72, 1142.867, 13930.59, 115, 50, 2, 1, 1
minimal, 100, 5.8, 13799.68, 1e+05, 1, 0.1724138, 2379.255, 17241.38, 2379.255, 19620.63, 115, 50, 2, 1, 2
all, 100, 23, 29648, 1e+05, 1, 0.04347826, 1289.043, 4347.826, 1289.043, 5636.87, 115, 50, 2, 1, 2
nodal, 100, 6.21, 10058.27, 1e+05, 1, 0.1610306, 1619.689, 16103.06, 1619.689, 17722.75, 115, 50, 2, 1, 2
local, 100, 7.82, 9331.14, 1e+05, 1, 0.1278772, 1193.24, 12787.72, 1193.24, 13980.96, 115, 50, 2, 1, 2
minimal, 100, 5.8, 13506.84, 1e+05, 1, 0.1724138, 2328.766, 17241.38, 2328.766, 19570.14, 115, 50, 2, 1, 3
all, 100, 23, 28984, 1e+05, 1, 0.04347826, 1260.174, 4347.826, 1260.174, 5608, 115, 50, 2, 1, 3
nodal, 100, 6.21, 9488.35, 1e+05, 1, 0.1610306, 1527.915, 16103.06, 1527.915, 17630.97, 115, 50, 2, 1, 3
local, 100, 8.06, 9525.38, 1e+05, 1, 0.1240695, 1181.809, 12406.95, 1181.809, 13588.76, 115, 50, 2, 1, 3
minimal, 100, 5.8, 15010.18, 1e+05, 1, 0.1724138, 2587.962, 17241.38, 2587.962, 19829.34, 115, 50, 2, 1, 4
all, 100, 23, 30404, 1e+05, 1, 0.04347826, 1321.913, 4347.826, 1321.913, 5669.739, 115, 50, 2, 1, 4
nodal, 100, 6.21, 10511.75, 1e+05, 1, 0.1610306, 1692.713, 16103.06, 1692.713, 17795.77, 115, 50, 2, 1, 4
local, 100, 7.82, 9637.99, 1e+05, 1, 0.1278772, 1232.48, 12787.72, 1232.48, 14020.2, 115, 50, 2, 1, 4
minimal, 100, 5.8, 13857.84, 1e+05, 1, 0.1724138, 2389.283, 17241.38, 2389.283, 19630.66, 115, 50, 2, 1, 5
all, 100, 23, 29113, 1e+05, 1, 0.04347826, 1265.783, 4347.826, 1265.783, 5613.609, 115, 50, 2, 1, 5
nodal, 100, 7.02, 11657.58, 1e+05, 1, 0.1424501, 1660.624, 14245.01, 1660.624, 15905.64, 115, 50, 2, 1, 5
local, 100, 8.96, 10464.9, 1e+05, 1, 0.1116071, 1167.958, 11160.71, 1167.958, 12328.67, 115, 50, 2, 1, 5
minimal, 100, 5.8, 13993.54, 1e+05, 1, 0.1724138, 2412.679, 17241.38, 2412.679, 19654.06, 115, 50, 2, 2, 1
all, 100, 23, 28290, 1e+05, 1, 0.04347826, 1230, 4347.826, 1230, 5577.826, 115, 50, 2, 2, 1
nodal, 100, 6.21, 10503.86, 1e+05, 1, 0.1610306, 1691.443, 16103.06, 1691.443, 17794.5, 115, 50, 2, 2, 1
local, 100, 7.82, 9068.79, 1e+05, 1, 0.1278772, 1159.692, 12787.72, 1159.692, 13947.42, 115, 50, 2, 2, 1
minimal, 100, 5.8, 13175.66, 1e+05, 1, 0.1724138, 2271.666, 17241.38, 2271.666, 19513.04, 115, 50, 2, 2, 2
all, 100, 23, 28250, 1e+05, 1, 0.04347826, 1228.261, 4347.826, 1228.261, 5576.087, 115, 50, 2, 2, 2
nodal, 100, 6.21, 9636.87, 1e+05, 1, 0.1610306, 1551.831, 16103.06, 1551.831, 17654.89, 115, 50, 2, 2, 2
local, 100, 6.9, 7734.4, 1e+05, 1, 0.1449275, 1120.928, 14492.75, 1120.928, 15613.68, 115, 50, 2, 2, 2
minimal, 100, 5.8, 13615.26, 1e+05, 1, 0.1724138, 2347.459, 17241.38, 2347.459, 19588.84, 115, 50, 2, 2, 3
all, 100, 23, 28682, 1e+05, 1, 0.04347826, 1247.043, 4347.826, 1247.043, 5594.87, 115, 50, 2, 2, 3
nodal, 100, 6.21, 10212.91, 1e+05, 1, 0.1610306, 1644.591, 16103.06, 1644.591, 17747.65, 115, 50, 2, 2, 3
local, 100, 8.96, 10553.86, 1e+05, 1, 0.1116071, 1177.886, 11160.71, 1177.886, 12338.6, 115, 50, 2, 2, 3
minimal, 100, 5.8, 13473.39, 1e+05, 1, 0.1724138, 2322.998, 17241.38, 2322.998, 19564.38, 115, 50, 2, 2, 4
all, 100, 23, 28345, 1e+05, 1, 0.04347826, 1232.391, 4347.826, 1232.391, 5580.217, 115, 50, 2, 2, 4
nodal, 100, 6.21, 9948, 1e+05, 1, 0.1610306, 1601.932, 16103.06, 1601.932, 17704.99, 115, 50, 2, 2, 4
local, 100, 6.21, 7026.23, 1e+05, 1, 0.1610306, 1131.438, 16103.06, 1131.438, 17234.5, 115, 50, 2, 2, 4
minimal, 100, 5.8, 13148.58, 1e+05, 1, 0.1724138, 2266.997, 17241.38, 2266.997, 19508.38, 115, 50, 2, 2, 5
all, 100, 23, 27774, 1e+05, 1, 0.04347826, 1207.565, 4347.826, 1207.565, 5555.391, 115, 50, 2, 2, 5
nodal, 100, 7.02, 10977.47, 1e+05, 1, 0.1424501, 1563.742, 14245.01, 1563.742, 15808.76, 115, 50, 2, 2, 5
local, 100, 7.82, 8644.6, 1e+05, 1, 0.1278772, 1105.448, 12787.72, 1105.448, 13893.17, 115, 50, 2, 2, 5
minimal, 100, 5.51, 14758.15, 1e+05, 1, 0.1814882, 2678.43, 18148.82, 2678.43, 20827.25, 120, 50, 1, 1, 1
all, 100, 18, 30384, 1e+05, 1, 0.05555556, 1688, 5555.556, 1688, 7243.556, 120, 50, 1, 1, 1
nodal, 100, 5.88, 11060.45, 1e+05, 1, 0.170068, 1881.029, 17006.8, 1881.029, 18887.83, 120, 50, 1, 1, 1
local, 100, 7.82, 11651.21, 1e+05, 1, 0.1278772, 1489.925, 12787.72, 1489.925, 14277.65, 120, 50, 1, 1, 1
minimal, 100, 5.51, 14631.22, 1e+05, 1, 0.1814882, 2655.394, 18148.82, 2655.394, 20804.21, 120, 50, 1, 1, 2
all, 100, 18, 30394, 1e+05, 1, 0.05555556, 1688.556, 5555.556, 1688.556, 7244.111, 120, 50, 1, 1, 2
nodal, 100, 6.96, 12906.8, 1e+05, 1, 0.1436782, 1854.425, 14367.82, 1854.425, 16222.24, 120, 50, 1, 1, 2
local, 100, 7.82, 11264.15, 1e+05, 1, 0.1278772, 1440.428, 12787.72, 1440.428, 14228.15, 120, 50, 1, 1, 2
minimal, 100, 5.51, 14546.15, 1e+05, 1, 0.1814882, 2639.955, 18148.82, 2639.955, 20788.77, 120, 50, 1, 1, 3
