selector, num_iters, interval_mean, cali_t_per_iter, weight_overhead, weight_cali, overhead_average, cali_t_average, weighted_overhead, weighted_cali, weighted_sum, num_nodes, prob, case_types_id, case_location_id, case_presence_id
local, 100, 7.02, 8920.13, 1e+05, 1, 0.1424501, 1270.674, 14245.01, 1270.674, 15515.69, 160, 50, 2, 2, 3
minimal, 100, 5.8, 16315.22, 1e+05, 1, 0.1724138, 2812.969, 17241.38, 2812.969, 20054.35, 160, 50, 2, 2, 4
all, 100, 23, 31845, 1e+05, 1, 0.04347826, 1384.565, 4347.826, 1384.565, 5732.391, 160, 50, 2, 2, 4
nodal, 100, 6.21, 12442.6, 1e+05, 1, 0.1610306, 2003.639, 16103.06, 2003.639, 18106.7, 160, 50, 2, 2, 4
local, 100, 8.06, 10818.54, 1e+05, 1, 0.1240695, 1342.251, 12406.95, 1342.251, 13749.2, 160, 50, 2, 2, 4
minimal, 100, 5.8, 15678.58, 1e+05, 1, 0.1724138, 2703.203, 17241.38, 2703.203, 19944.58, 160, 50, 2, 2, 5
all, 100, 23, 31129, 1e+05, 1, 0.04347826, 1353.435, 4347.826, 1353.435, 5701.261, 160, 50, 2, 2, 5
nodal, 100, 6.21, 11734.13, 1e+05, 1, 0.1610306, 1889.554, 16103.06, 1889.554, 17992.61, 160, 50, 2, 2, 5
local, 100, 7.82, 9804.99, 1e+05, 1, 0.1278772, 1253.835, 12787.72, 1253.835, 14041.56, 160, 50, 2, 2, 5
minimal, 100, 5.51, 16566.73, 1e+05, 1, 0.1814882, 3006.666, 18148.82, 3006.666, 21155.49, 165, 50, 1, 1, 1
all, 100, 18, 32299, 1e+05, 1, 0.05555556, 1794.389, 5555.556, 1794.389, 7349.944, 165, 50, 1, 1, 1
nodal, 100, 6.48, 14266.88, 1e+05, 1, 0.154321, 2201.679, 15432.1, 2201.679, 17633.78, 165, 50, 1, 1, 1
local, 100, 7.14, 11326.35, 1e+05, 1, 0.140056, 1586.324, 14005.6, 1586.324, 15591.93, 165, 50, 1, 1, 1
minimal, 100, 5.51, 16656.98, 1e+05, 1, 0.1814882, 3023.045, 18148.82, 3023.045, 21171.87, 165, 50, 1, 1, 2
all, 100, 18, 31611, 1e+05, 1, 0.05555556, 1756.167, 5555.556, 1756.167, 7311.722, 165, 50, 1, 1, 2
nodal, 100, 6.48, 14430.67, 1e+05, 1, 0.154321, 2226.955, 15432.1, 2226.955, 17659.05, 165, 50, 1, 1, 2
local, 100, 8.7, 14048.58, 1e+05, 1, 0.1149425, 1614.779, 11494.25, 1614.779, 13109.03, 165, 50, 1, 1, 2
minimal, 100, 5.51, 17022.68, 1e+05, 1, 0.1814882, 3089.416, 18148.82, 3089.416, 21238.24, 165, 50, 1, 1, 3
all, 100, 18, 32172, 1e+05, 1, 0.05555556, 1787.333, 5555.556, 1787.333, 7342.889, 165, 50, 1, 1, 3
nodal, 100, 5.51, 13096.68, 1e+05, 1, 0.1814882, 2376.893, 18148.82, 2376.893, 20525.71, 165, 50, 1, 1, 3
local, 100, 7.82, 12777.33, 1e+05, 1, 0.1278772, 1633.93, 12787.72, 1633.93, 14421.65, 165, 50, 1, 1, 3
minimal, 100, 5.51, 16989.1, 1e+05, 1, 0.1814882, 3083.321, 18148.82, 3083.321, 21232.14, 165, 50, 1, 1, 4
all, 100, 18, 32131, 1e+05, 1, 0.05555556, 1785.056, 5555.556, 1785.056, 7340.611, 165, 50, 1, 1, 4
nodal, 100, 6.4, 14561.74, 1e+05, 1, 0.15625, 2275.272, 15625, 2275.272, 17900.27, 165, 50, 1, 1, 4
local, 100, 7.82, 12619.85, 1e+05, 1, 0.1278772, 1613.792, 12787.72, 1613.792, 14401.52, 165, 50, 1, 1, 4
minimal, 100, 5.51, 16897.78, 1e+05, 1, 0.1814882, 3066.748, 18148.82, 3066.748, 21215.57, 165, 50, 1, 1, 5
all, 100, 18, 31985, 1e+05, 1, 0.05555556, 1776.944, 5555.556, 1776.944, 7332.5, 165, 50, 1, 1, 5
nodal, 100, 6.48, 14331.02, 1e+05, 1, 0.154321, 2211.577, 15432.1, 2211.577, 17643.68, 165, 50, 1, 1, 5
local, 100, 7.14, 11311.23, 1e+05, 1, 0.140056, 1584.206, 14005.6, 1584.206, 15589.81, 165, 50, 1, 1, 5
minimal, 100, 5.51, 17223.14, 1e+05, 1, 0.1814882, 3125.797, 18148.82, 3125.797, 21274.62, 165, 50, 1, 2, 1
all, 100, 18, 32420, 1e+05, 1, 0.05555556, 1801.111, 5555.556, 1801.111, 7356.667, 165, 50, 1, 2, 1
nodal, 100, 6.48, 15272.23, 1e+05, 1, 0.154321, 2356.826, 15432.1, 2356.826, 17788.92, 165, 50, 1, 2, 1
local, 100, 8.7, 14567.56, 1e+05, 1, 0.1149425, 1674.432, 11494.25, 1674.432, 13168.69, 165, 50, 1, 2, 1
minimal, 100, 5.51, 16526.92, 1e+05, 1, 0.1814882, 2999.441, 18148.82, 2999.441, 21148.26, 165, 50, 1, 2, 2
all, 100, 18, 32385, 1e+05, 1, 0.05555556, 1799.167, 5555.556, 1799.167, 7354.722, 165, 50, 1, 2, 2
nodal, 100, 6.48, 14138.75, 1e+05, 1, 0.154321, 2181.906, 15432.1, 2181.906, 17614, 165, 50, 1, 2, 2
local, 100, 8.41, 13657.39, 1e+05, 1, 0.1189061, 1623.946, 11890.61, 1623.946, 13514.55, 165, 50, 1, 2, 2
minimal, 100, 5.51, 16603.24, 1e+05, 1, 0.1814882, 3013.292, 18148.82, 3013.292, 21162.11, 165, 50, 1, 2, 3
all, 100, 18, 32783, 1e+05, 1, 0.05555556, 1821.278, 5555.556, 1821.278, 7376.833, 165, 50, 1, 2, 3
nodal, 100, 5.51, 12445.73, 1e+05, 1, 0.1814882, 2258.753, 18148.82, 2258.753, 20407.57, 165, 50, 1, 2, 3
local, 100, 7.82, 12636.89, 1e+05, 1, 0.1278772, 1615.971, 12787.72, 1615.971, 14403.69, 165, 50, 1, 2, 3
minimal, 100, 5.51, 16417.25, 1e+05, 1, 0.1814882, 2979.537, 18148.82, 2979.537, 21128.36, 165, 50, 1, 2, 4
all, 100, 18, 32322, 1e+05, 1, 0.05555556, 1795.667, 5555.556, 1795.667, 7351.222, 165, 50, 1, 2, 4
nodal, 100, 6.4, 13982.84, 1e+05, 1, 0.15625, 2184.819, 15625, 2184.819, 17809.82, 165, 50, 1, 2, 4
local, 100, 7.82, 12368.07, 1e+05, 1, 0.1278772, 1581.595, 12787.72, 1581.595, 14369.32, 165, 50, 1, 2, 4
minimal, 100, 5.51, 17583.88, 1e+05, 1, 0.1814882, 3191.267, 18148.82, 3191.267, 21340.09, 165, 50, 1, 2, 5
all, 100, 18, 32072, 1e+05, 1, 0.05555556, 1781.778, 5555.556, 1781.778, 7337.333, 165, 50, 1, 2, 5
nodal, 100, 6.48, 14557.04, 1e+05, 1, 0.154321, 2246.457, 15432.1, 2246.457, 17678.56, 165, 50, 1, 2, 5
local, 100, 8.7, 14505.11, 1e+05, 1, 0.1149425, 1667.254, 11494.25, 1667.254, 13161.51, 165, 50, 1, 2, 5
minimal, 100, 5.8, 15821.55, 1e+05, 1, 0.1724138, 2727.853, 17241.38, 2727.853, 19969.23, 165, 50, 2, 1, 1
all, 100, 23, 32481, 1e+05, 1, 0.04347826, 1412.217, 4347.826, 1412.217, 5760.043, 165, 50, 2, 1, 1
nodal, 100, 6.24, 12708.51, 1e+05, 1, 0.1602564, 2036.62, 16025.64, 2036.62, 18062.26, 165, 50, 2, 1, 1
local, 100, 6.24, 8297.39, 1e+05, 1, 0.1602564, 1329.71, 16025.64, 1329.71, 17355.35, 165, 50, 2, 1, 1
minimal, 100, 5.8, 15663.96, 1e+05, 1, 0.1724138, 2700.683, 17241.38, 2700.683, 19942.06, 165, 50, 2, 1, 2
all, 100, 23, 31581, 1e+05, 1, 0.04347826, 1373.087, 4347.826, 1373.087, 5720.913, 165, 50, 2, 1, 2
nodal, 100, 5.8, 11179.27, 1e+05, 1, 0.1724138, 1927.46, 17241.38, 1927.46, 19168.84, 165, 50, 2, 1, 2
local, 100, 7.82, 9928.83, 1e+05, 1, 0.1278772, 1269.671, 12787.72, 1269.671, 14057.4, 165, 50, 2, 1, 2
minimal, 100, 5.8, 16432.9, 1e+05, 1, 0.1724138, 2833.259, 17241.38, 2833.259, 20074.64, 165, 50, 2, 1, 3
all, 100, 23, 31881, 1e+05, 1, 0.04347826, 1386.13, 4347.826, 1386.13, 5733.957, 165, 50, 2, 1, 3
nodal, 100, 6.21, 12598.45, 1e+05, 1, 0.1610306, 2028.736, 16103.06, 2028.736, 18131.8, 165, 50, 2, 1, 3
local, 100, 7.82, 10240.62, 1e+05, 1, 0.1278772, 1309.542, 12787.72, 1309.542, 14097.27, 165, 50, 2, 1, 3
minimal, 100, 5.8, 16700.28, 1e+05, 1, 0.1724138, 2879.359, 17241.38, 2879.359, 20120.74, 165, 50, 2, 1, 4
all, 100, 23, 32292, 1e+05, 1, 0.04347826, 1404, 4347.826, 1404, 5751.826, 165, 50, 2, 1, 4
nodal, 100, 6.9, 13958.93, 1e+05, 1, 0.1449275, 2023.033, 14492.75, 2023.033, 16515.79, 165, 50, 2, 1, 4
local, 100, 7.82, 10319.49, 1e+05, 1, 0.1278772, 1319.628, 12787.72, 1319.628, 14107.35, 165, 50, 2, 1, 4
minimal, 100, 5.8, 16190.38, 1e+05, 1, 0.1724138, 2791.445, 17241.38, 2791.445, 20032.82, 165, 50, 2, 1, 5
all, 100, 23, 31619, 1e+05, 1, 0.04347826, 1374.739, 4347.826, 1374.739, 5722.565, 165, 50, 2, 1, 5
nodal, 100, 5.8, 11753.65, 1e+05, 1, 0.1724138, 2026.491, 17241.38, 2026.491, 19267.87, 165, 50, 2, 1, 5
local, 100, 6.24, 7911.6, 1e+05, 1, 0.1602564, 1267.885, 16025.64, 1267.885, 17293.53, 165, 50, 2, 1, 5
minimal, 100, 5.8, 16635.54, 1e+05, 1, 0.1724138, 2868.197, 17241.38, 2868.197, 20109.58, 165, 50, 2, 2, 1
all, 100, 23, 31997, 1e+05, 1, 0.04347826, 1391.174, 4347.826, 1391.174, 5739, 165, 50, 2, 2, 1
nodal, 100, 6.24, 13001.71, 1e+05, 1, 0.1602564, 2083.607, 16025.64, 2083.607, 18109.25, 165, 50, 2, 2, 1
local, 100, 8.96, 11889.02, 1e+05, 1, 0.1116071, 1326.9, 11160.71, 1326.9, 12487.61, 165, 50, 2, 2, 1
minimal, 100, 5.8, 14698.6, 1e+05, 1, 0.1724138, 2534.241, 17241.38, 2534.241, 19775.62, 165, 50, 2, 2, 2
all, 100, 23, 31443, 1e+05, 1, 0.04347826, 1367.087, 4347.826, 1367.087, 5714.913, 165, 50, 2, 2, 2
nodal, 100, 5.8, 11558.67, 1e+05, 1, 0.1724138, 1992.874, 17241.38, 1992.874, 19234.25, 165, 50, 2, 2, 2
local, 100, 7.82, 9930.69, 1e+05, 1, 0.1278772, 1269.909, 12787.72, 1269.909, 14057.63, 165, 50, 2, 2, 2
minimal, 100, 5.8, 16267.44, 1e+05, 1, 0.1724138, 2804.731, 17241.38, 2804.731, 20046.11, 165, 50, 2, 2, 3
all, 100, 23, 31912, 1e+05, 1, 0.04347826, 1387.478, 4347.826, 1387.478, 5735.304, 165, 50, 2, 2, 3
nodal, 100, 6.21, 12521.75, 1e+05, 1, 0.1610306, 2016.385, 16103.06, 2016.385, 18119.44, 165, 50, 2, 2, 3
local, 100, 7.82, 10170.27, 1e+05, 1, 0.1278772, 1300.546, 12787.72, 1300.546, 14088.27, 165, 50, 2, 2, 3
minimal, 100, 5.8, 16161.48, 1e+05, 1, 0.1724138, 2786.462, 17241.38, 2786.462, 20027.84, 165, 50, 2, 2, 4
all, 100, 23, 32279, 1e+05, 1, 0.04347826, 1403.435, 4347.826, 1403.435, 5751.261, 165, 50, 2, 2, 4
nodal, 100, 6.9, 13584.49, 1e+05, 1, 0.1449275, 1968.767, 14492.75, 1968.767, 16461.52, 165, 50, 2, 2, 4
local, 100, 7.84, 10621.39, 1e+05, 1, 0.127551, 1354.769, 12755.1, 1354.769, 14109.87, 165, 50, 2, 2, 4
minimal, 100, 5.8, 15818.72, 1e+05, 1, 0.1724138, 2727.366, 17241.38, 2727.366, 19968.74, 165, 50, 2, 2, 5
all, 100, 23, 31593, 1e+05, 1, 0.04347826, 1373.609, 4347.826, 1373.609, 5721.435, 165, 50, 2, 2, 5
nodal, 100, 5.8, 11483.44, 1e+05, 1, 0.1724138, 1979.903, 17241.38, 1979.903, 19221.28, 165, 50, 2, 2, 5
local, 100, 6.9, 8678.74, 1e+05, 1, 0.1449275, 1257.788, 14492.75, 1257.788, 15750.54, 165, 50, 2, 2, 5
minimal, 100, 5.51, 16604.3, 1e+05, 1, 0.1814882, 3013.485, 18148.82, 3013.485, 21162.3, 170, 50, 1, 1, 1
all, 100, 18, 32145, 1e+05, 1, 0.05555556, 1785.833, 5555.556, 1785.833, 7341.389, 170, 50, 1, 1, 1
nodal, 100, 5.88, 13221.58, 1e+05, 1, 0.170068, 2248.568, 17006.8, 2248.568, 19255.37, 170, 50, 1, 1, 1
local, 100, 7.82, 12539.61, 1e+05, 1, 0.1278772, 1603.531, 12787.72, 1603.531, 14391.25, 170, 50, 1, 1, 1
minimal, 100, 5.51, 16780.41, 1e+05, 1, 0.1814882, 3045.446, 18148.82, 3045.446, 21194.27, 170, 50, 1, 1, 2
all, 100, 18, 32321, 1e+05, 1, 0.05555556, 1795.611, 5555.556, 1795.611, 7351.167, 170, 50, 1, 1, 2
nodal, 100, 7.02, 15783.6, 1e+05, 1, 0.1424501, 2248.376, 14245.01, 2248.376, 16493.39, 170, 50, 1, 1, 2
local, 100, 9.57, 15482.59, 1e+05, 1, 0.1044932, 1617.825, 10449.32, 1617.825, 12067.15, 170, 50, 1, 1, 2
minimal, 100, 5.51, 16796.19, 1e+05, 1, 0.1814882, 3048.31, 18148.82, 3048.31, 21197.13, 170, 50, 1, 1, 3
all, 100, 18, 32479, 1e+05, 1, 0.05555556, 1804.389, 5555.556, 1804.389, 7359.944, 170, 50, 1, 1, 3
nodal, 100, 6.48, 14375.88, 1e+05, 1, 0.154321, 2218.5, 15432.1, 2218.5, 17650.6, 170, 50, 1, 1, 3
local, 100, 8.7, 13864.72, 1e+05, 1, 0.1149425, 1593.646, 11494.25, 1593.646, 13087.9, 170, 50, 1, 1, 3
minimal, 100, 5.51, 17032.69, 1e+05, 1, 0.1814882, 3091.232, 18148.82, 3091.232, 21240.05, 170, 50, 1, 1, 4
all, 100, 18, 32195, 1e+05, 1, 0.05555556, 1788.611, 5555.556, 1788.611, 7344.167, 170, 50, 1, 1, 4
nodal, 100, 6.48, 14962.02, 1e+05, 1, 0.154321, 2308.954, 15432.1, 2308.954, 17741.05, 170, 50, 1, 1, 4
local, 100, 7.82, 12699.06, 1e+05, 1, 0.1278772, 1623.921, 12787.72, 1623.921, 14411.64, 170, 50, 1, 1, 4
minimal, 100, 5.51, 17083.67, 1e+05, 1, 0.1814882, 3100.485, 18148.82, 3100.485, 21249.3, 170, 50, 1, 1, 5
all, 100, 18, 31869, 1e+05, 1, 0.05555556, 1770.5, 5555.556, 1770.5, 7326.056, 170, 50, 1, 1, 5
nodal, 100, 6.4, 14604.39, 1e+05, 1, 0.15625, 2281.936, 15625, 2281.936, 17906.94, 170, 50, 1, 1, 5
local, 100, 8.7, 14439.75, 1e+05, 1, 0.1149425, 1659.741, 11494.25, 1659.741, 13153.99, 170, 50, 1, 1, 5
minimal, 100, 5.51, 17631.46, 1e+05, 1, 0.1814882, 3199.902, 18148.82, 3199.902, 21348.72, 170, 50, 1, 2, 1
all, 100, 18, 32849, 1e+05, 1, 0.05555556, 1824.944, 5555.556, 1824.944, 7380.5, 170, 50, 1, 2, 1
nodal, 100, 5.88, 14072.76, 1e+05, 1, 0.170068, 2393.327, 17006.8, 2393.327, 19400.13, 170, 50, 1, 2, 1
local, 100, 8.7, 14546.88, 1e+05, 1, 0.1149425, 1672.055, 11494.25, 1672.055, 13166.31, 170, 50, 1, 2, 1
minimal, 100, 5.51, 16696.8, 1e+05, 1, 0.1814882, 3030.272, 18148.82, 3030.272, 21179.09, 170, 50, 1, 2, 2
all, 100, 18, 32694, 1e+05, 1, 0.05555556, 1816.333, 5555.556, 1816.333, 7371.889, 170, 50, 1, 2, 2
nodal, 100, 7.02, 15930.87, 1e+05, 1, 0.1424501, 2269.355, 14245.01, 2269.355, 16514.37, 170, 50, 1, 2, 2
local, 100, 9.57, 15748.97, 1e+05, 1, 0.1044932, 1645.66, 10449.32, 1645.66, 12094.98, 170, 50, 1, 2, 2
minimal, 100, 5.51, 16217.13, 1e+05, 1, 0.1814882, 2943.218, 18148.82, 2943.218, 21092.04, 170, 50, 1, 2, 3
all, 100, 18, 31771, 1e+05, 1, 0.05555556, 1765.056, 5555.556, 1765.056, 7320.611, 170, 50, 1, 2, 3
nodal, 100, 6.48, 14230.11, 1e+05, 1, 0.154321, 2196.005, 15432.1, 2196.005, 17628.1, 170, 50, 1, 2, 3
local, 100, 7.82, 12232.39, 1e+05, 1, 0.1278772, 1564.244, 12787.72, 1564.244, 14351.97, 170, 50, 1, 2, 3
minimal, 100, 5.51, 16591.73, 1e+05, 1, 0.1814882, 3011.203, 18148.82, 3011.203, 21160.02, 170, 50, 1, 2, 4
all, 100, 18, 31818, 1e+05, 1, 0.05555556, 1767.667, 5555.556, 1767.667, 7323.222, 170, 50, 1, 2, 4
nodal, 100, 6.48, 14100.04, 1e+05, 1, 0.154321, 2175.932, 15432.1, 2175.932, 17608.03, 170, 50, 1, 2, 4
local, 100, 7.14, 11196.76, 1e+05, 1, 0.140056, 1568.174, 14005.6, 1568.174, 15573.78, 170, 50, 1, 2, 4
minimal, 100, 5.51, 17495.38, 1e+05, 1, 0.1814882, 3175.205, 18148.82, 3175.205, 21324.03, 170, 50, 1, 2, 5
all, 100, 18, 32730, 1e+05, 1, 0.05555556, 1818.333, 5555.556, 1818.333, 7373.889, 170, 50, 1, 2, 5
nodal, 100, 6.4, 15003.22, 1e+05, 1, 0.15625, 2344.253, 15625, 2344.253, 17969.25, 170, 50, 1, 2, 5
local, 100, 8.7, 14400.07, 1e+05, 1, 0.1149425, 1655.18, 11494.25, 1655.18, 13149.43, 170, 50, 1, 2, 5
minimal, 100, 5.8, 15728.1, 1e+05, 1, 0.1724138, 2711.741, 17241.38, 2711.741, 19953.12, 170, 50, 2, 1, 1
all, 100, 23, 32080, 1e+05, 1, 0.04347826, 1394.783, 4347.826, 1394.783, 5742.609, 170, 50, 2, 1, 1
nodal, 100, 6.21, 12202.61, 1e+05, 1, 0.1610306, 1964.994, 16103.06, 1964.994, 18068.05, 170, 50, 2, 1, 1
local, 100, 6.9, 8906.4, 1e+05, 1, 0.1449275, 1290.783, 14492.75, 1290.783, 15783.54, 170, 50, 2, 1, 1
minimal, 100, 5.8, 15875.38, 1e+05, 1, 0.1724138, 2737.134, 17241.38, 2737.134, 19978.51, 170, 50, 2, 1, 2
all, 100, 23, 31721, 1e+05, 1, 0.04347826, 1379.174, 4347.826, 1379.174, 5727, 170, 50, 2, 1, 2
nodal, 100, 6.21, 12644.7, 1e+05, 1, 0.1610306, 2036.184, 16103.06, 2036.184, 18139.24, 170, 50, 2, 1, 2
local, 100, 7.82, 10063.02, 1e+05, 1, 0.1278772, 1286.831, 12787.72, 1286.831, 14074.55, 170, 50, 2, 1, 2
minimal, 100, 5.8, 16210.79, 1e+05, 1, 0.1724138, 2794.964, 17241.38, 2794.964, 20036.34, 170, 50, 2, 1, 3
all, 100, 23, 31804, 1e+05, 1, 0.04347826, 1382.783, 4347.826, 1382.783, 5730.609, 170, 50, 2, 1, 3
nodal, 100, 5.8, 11624.31, 1e+05, 1, 0.1724138, 2004.191, 17241.38, 2004.191, 19245.57, 170, 50, 2, 1, 3
local, 100, 8.96, 11566.09, 1e+05, 1, 0.1116071, 1290.858, 11160.71, 1290.858, 12451.57, 170, 50, 2, 1, 3
minimal, 100, 5.8, 16667.17, 1e+05, 1, 0.1724138, 2873.65, 17241.38, 2873.65, 20115.03, 170, 50, 2, 1, 4
all, 100, 23, 32332, 1e+05, 1, 0.04347826, 1405.739, 4347.826, 1405.739, 5753.565, 170, 50, 2, 1, 4
nodal, 100, 6.21, 12633.71, 1e+05, 1, 0.1610306, 2034.414, 16103.06, 2034.414, 18137.47, 170, 50, 2, 1, 4
local, 100, 7.82, 10131.74, 1e+05, 1, 0.1278772, 1295.619, 12787.72, 1295.619, 14083.34, 170, 50, 2, 1, 4
minimal, 100, 5.8, 16088.75, 1e+05, 1, 0.1724138, 2773.922, 17241.38, 2773.922, 20015.3, 170, 50, 2, 1, 5
all, 100, 23, 32051, 1e+05, 1, 0.04347826, 1393.522, 4347.826, 1393.522, 5741.348, 170, 50, 2, 1, 5
nodal, 100, 6.21, 12321.32, 1e+05, 1, 0.1610306, 1984.11, 16103.06, 1984.11, 18087.17, 170, 50, 2, 1, 5
local, 100, 7.84, 10402.63, 1e+05, 1, 0.127551, 1326.866, 12755.1, 1326.866, 14081.97, 170, 50, 2, 1, 5
minimal, 100, 5.8, 16918.87, 1e+05, 1, 0.1724138, 2917.047, 17241.38, 2917.047, 20158.43, 170, 50, 2, 2, 1
all, 100, 23, 32239, 1e+05, 1, 0.04347826, 1401.696, 4347.826, 1401.696, 5749.522, 170, 50, 2, 2, 1
nodal, 100, 6.21, 12166.24, 1e+05, 1, 0.1610306, 1959.137, 16103.06, 1959.137, 18062.2, 170, 50, 2, 2, 1
local, 100, 7.82, 10350.51, 1e+05, 1, 0.1278772, 1323.595, 12787.72, 1323.595, 14111.32, 170, 50, 2, 2, 1
minimal, 100, 5.8, 15046.79, 1e+05, 1, 0.1724138, 2594.274, 17241.38, 2594.274, 19835.65, 170, 50, 2, 2, 2
all, 100, 23, 32180, 1e+05, 1, 0.04347826, 1399.13, 4347.826, 1399.13, 5746.957, 170, 50, 2, 2, 2
nodal, 100, 6.21, 12862.77, 1e+05, 1, 0.1610306, 2071.3, 16103.06, 2071.3, 18174.36, 170, 50, 2, 2, 2
local, 100, 7.82, 10113.93, 1e+05, 1, 0.1278772, 1293.341, 12787.72, 1293.341, 14081.07, 170, 50, 2, 2, 2
minimal, 100, 5.8, 16480.23, 1e+05, 1, 0.1724138, 2841.419, 17241.38, 2841.419, 20082.8, 170, 50, 2, 2, 3
all, 100, 23, 31843, 1e+05, 1, 0.04347826, 1384.478, 4347.826, 1384.478, 5732.304, 170, 50, 2, 2, 3
nodal, 100, 5.8, 11409.51, 1e+05, 1, 0.1724138, 1967.157, 17241.38, 1967.157, 19208.54, 170, 50, 2, 2, 3
local, 100, 10.35, 13724.4, 1e+05, 1, 0.09661836, 1326.029, 9661.836, 1326.029, 10987.86, 170, 50, 2, 2, 3
minimal, 100, 5.8, 16405.14, 1e+05, 1, 0.1724138, 2828.472, 17241.38, 2828.472, 20069.85, 170, 50, 2, 2, 4
all, 100, 23, 31974, 1e+05, 1, 0.04347826, 1390.174, 4347.826, 1390.174, 5738, 170, 50, 2, 2, 4
nodal, 100, 6.21, 13012.48, 1e+05, 1, 0.1610306, 2095.407, 16103.06, 2095.407, 18198.47, 170, 50, 2, 2, 4
local, 100, 8.96, 11839.09, 1e+05, 1, 0.1116071, 1321.327, 11160.71, 1321.327, 12482.04, 170, 50, 2, 2, 4
minimal, 100, 5.8, 16843.38, 1e+05, 1, 0.1724138, 2904.031, 17241.38, 2904.031, 20145.41, 170, 50, 2, 2, 5
all, 100, 23, 32005, 1e+05, 1, 0.04347826, 1391.522, 4347.826, 1391.522, 5739.348, 170, 50, 2, 2, 5
nodal, 100, 6.21, 13412.42, 1e+05, 1, 0.1610306, 2159.81, 16103.06, 2159.81, 18262.87, 170, 50, 2, 2, 5
local, 100, 6.9, 8962.46, 1e+05, 1, 0.1449275, 1298.907, 14492.75, 1298.907, 15791.66, 170, 50, 2, 2, 5
minimal, 100, 5.51, 16985.76, 1e+05, 1, 0.1814882, 3082.715, 18148.82, 3082.715, 21231.54, 175, 50, 1, 1, 1
all, 100, 18, 32942, 1e+05, 1, 0.05555556, 1830.111, 5555.556, 1830.111, 7385.667, 175, 50, 1, 1, 1
nodal, 100, 6.4, 15052.45, 1e+05, 1, 0.15625, 2351.945, 15625, 2351.945, 17976.95, 175, 50, 1, 1, 1
local, 100, 7.82, 13035.36, 1e+05, 1, 0.1278772, 1666.926, 12787.72, 1666.926, 14454.65, 175, 50, 1, 1, 1
minimal, 100, 5.51, 16939.95, 1e+05, 1, 0.1814882, 3074.401, 18148.82, 3074.401, 21223.22, 175, 50, 1, 1, 2
all, 100, 18, 32575, 1e+05, 1, 0.05555556, 1809.722, 5555.556, 1809.722, 7365.278, 175, 50, 1, 1, 2
nodal, 100, 6.4, 14839.69, 1e+05, 1, 0.15625, 2318.702, 15625, 2318.702, 17943.7, 175, 50, 1, 1, 2
local, 100, 8.7, 14205.48, 1e+05, 1, 0.1149425, 1632.814, 11494.25, 1632.814, 13127.07, 175, 50, 1, 1, 2
minimal, 100, 5.51, 16969.04, 1e+05, 1, 0.1814882, 3079.681, 18148.82, 3079.681, 21228.5, 175, 50, 1, 1, 3
all, 100, 18, 32216, 1e+05, 1, 0.05555556, 1789.778, 5555.556, 1789.778, 7345.333, 175, 50, 1, 1, 3
nodal, 100, 5.88, 13205.81, 1e+05, 1, 0.170068, 2245.886, 17006.8, 2245.886, 19252.69, 175, 50, 1, 1, 3
local, 100, 6.96, 11008.64, 1e+05, 1, 0.1436782, 1581.701, 14367.82, 1581.701, 15949.52, 175, 50, 1, 1, 3
minimal, 100, 5.51, 16919.31, 1e+05, 1, 0.1814882, 3070.655, 18148.82, 3070.655, 21219.48, 175, 50, 1, 1, 4
all, 100, 18, 32085, 1e+05, 1, 0.05555556, 1782.5, 5555.556, 1782.5, 7338.056, 175, 50, 1, 1, 4
nodal, 100, 6.48, 14466.95, 1e+05, 1, 0.154321, 2232.554, 15432.1, 2232.554, 17664.65, 175, 50, 1, 1, 4
local, 100, 9.57, 15650.32, 1e+05, 1, 0.1044932, 1635.352, 10449.32, 1635.352, 12084.67, 175, 50, 1, 1, 4
minimal, 100, 5.51, 17197.76, 1e+05, 1, 0.1814882, 3121.191, 18148.82, 3121.191, 21270.01, 175, 50, 1, 1, 5
all, 100, 18, 32704, 1e+05, 1, 0.05555556, 1816.889, 5555.556, 1816.889, 7372.444, 175, 50, 1, 1, 5
nodal, 100, 6.4, 14820.66, 1e+05, 1, 0.15625, 2315.728, 15625, 2315.728, 17940.73, 175, 50, 1, 1, 5
local, 100, 7.02, 11317.96, 1e+05, 1, 0.1424501, 1612.245, 14245.01, 1612.245, 15857.26, 175, 50, 1, 1, 5
minimal, 100, 5.51, 17404.77, 1e+05, 1, 0.1814882, 3158.76, 18148.82, 3158.76, 21307.58, 175, 50, 1, 2, 1
all, 100, 18, 32454, 1e+05, 1, 0.05555556, 1803, 5555.556, 1803, 7358.556, 175, 50, 1, 2, 1
nodal, 100, 6.4, 14606.36, 1e+05, 1, 0.15625, 2282.244, 15625, 2282.244, 17907.24, 175, 50, 1, 2, 1
local, 100, 8.7, 14345.13, 1e+05, 1, 0.1149425, 1648.866, 11494.25, 1648.866, 13143.12, 175, 50, 1, 2, 1
minimal, 100, 5.51, 16631.03, 1e+05, 1, 0.1814882, 3018.336, 18148.82, 3018.336, 21167.16, 175, 50, 1, 2, 2
all, 100, 18, 32136, 1e+05, 1, 0.05555556, 1785.333, 5555.556, 1785.333, 7340.889, 175, 50, 1, 2, 2
nodal, 100, 6.4, 14580.01, 1e+05, 1, 0.15625, 2278.127, 15625, 2278.127, 17903.13, 175, 50, 1, 2, 2
